Agency Id,Order Id,Product Id,Agency Ref,Agency Name,Order Ref,Agency Activity,Agency Group,Agency Type,Product Category,Product Ref,Quantity,Total Purchased,Total Cost,Total Service Fee,Weight,County,Service Fee,Pickup Delivery Date,Confirmed Date,Service Fee Name,Shipping Method,Is Non Food,Warehouse Name,Warehouse Ref,Agency Postal Code,Agency City,Product Name,Food Category
773,177454,688,P-122,Persimmon Baptist Church,480074,,FOOD PANTRY,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-01-10000,10,0,0,1.8,10,RABUN,0.18,3/18/2024 11:44,3/18/2024 8:34,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30525.0,Clayton,"ASSORTED NON-FOOD ITEMS, SHL",Dry Dry Dry Dry Non-Food Misc.
824,177064,7082,R-124,Rabun Gap Presbyterian Church,479686,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10033,102,0,0,0.0,1224,RABUN,0.0,3/15/2024 8:57,3/18/2024 11:03,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30568.0,Rabun Gap,USDA SHREDDED YELLOW CHEDDAR CHEESE CCC,Cooled Cooled Cooled Cooled Dairy
731,178973,683,F-138,Freedom Ministries Lighthouse,481587,,ON PREMISES (OP),REHAB-Agency,BLUE RECEIPT-SHL,W-16-10001,155,0,0,27.9,155,RABUN,0.18,4/15/2024 10:11,4/15/2024 11:52,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30552.0,Lakemont,MISC. FOOD BOX SHL,Dry Dry Dry Dry Food Misc.
824,179084,1791,R-124,Rabun Gap Presbyterian Church,481698,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10079,72,0,0,0.0,1872,RABUN,0.0,4/17/2024 8:57,4/22/2024 8:49,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30568.0,Rabun Gap,USDA WALNUT HALVES AND PIECES,Dry Dry Dry Dry Proteins
364,181871,683,M-110,Mountain Grove Baptist Church,484475,,FOOD PANTRY,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-16-10001,48,0,0,8.64,48,RABUN,0.18,6/4/2024 13:32,6/4/2024 9:10,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30525.0,Clayton,MISC. FOOD BOX SHL,Dry Dry Dry Dry Food Misc.
346,182467,8783,F-114,Flat Creek Baptist Church,485071,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10308,2,0,0,8.28,46,RABUN,0.18,6/26/2024 14:00,6/26/2024 13:46,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30552.0,Lakemont,USDA RAISINS,Dry Dry Dry Dry Fruits
824,172532,690,R-124,Rabun Gap Presbyterian Church,476163,,FP/USDA,MOBILE PANTRY-Agency,BLUE RECEIPT-SHL,W-03-10013,200,0,0,0.0,200,RABUN,0.0,1/4/2024 8:57,1/4/2024 9:56,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30568.0,Rabun Gap,"ASSORTED BEVERAGES, SHL",Dry Dry Dry Dry Beverages
919,180964,8973,F-132,Fight Abuse in the Home (FAITH),FAIMPORT483570,,ON PREMISES (OP),SHELTER-Agency,BLUE RECEIPT-SHL,MCC-16-10001,4,0,0,0.0,4,RABUN,0.0,5/13/2024 0:00,5/13/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30525.0,Clayton,"COOLER FOOD MISC., SHL RETAIL PICKUP",Dry Dry Dry Dry Food Misc.
602,176389,8714,10-NGAR,Food Bank of Northeast Georgia Rabun,479014,,FOOD BANK,EMERGENCY-Agency,USDA,N-50-10303,13,0,0,0.0,312,RABUN,0.0,2/29/2024 8:55,2/29/2024 7:08,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30525.0,Clayton,USDA GREEN SPLIT PEAS,Dry Dry Dry Dry Proteins
731,176166,1045,F-138,Freedom Ministries Lighthouse,478792,,ON PREMISES (OP),REHAB-Agency,BLUE RECEIPT-SHL,W-25-10009,113,0,0,20.34,113,RABUN,0.18,2/26/2024 10:11,2/26/2024 10:18,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30552.0,Lakemont,"ASSORTED SNACK ITEMS, SHL",Dry Dry Dry Dry Food Misc.
