Agency Id,Order Id,Product Id,Agency Ref,Agency Name,Order Ref,Agency Activity,Agency Group,Agency Type,Product Category,Product Ref,Quantity,Total Purchased,Total Cost,Total Service Fee,Weight,County,Service Fee,Pickup Delivery Date,Confirmed Date,Service Fee Name,Shipping Method,Is Non Food,Warehouse Name,Warehouse Ref,Agency Postal Code,Agency City,Product Name,Food Category
411,175260,688,M-103,Mt. Zion Ministries - The Refuge,477889,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,W-01-10000,84,0,0,15.12,84,TOWNS,0.18,2/7/2024 14:31,2/7/2024 8:26,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED NON-FOOD ITEMS, SHL",Dry Non-Food Misc.
411,181911,690,M-103,Mt. Zion Ministries - The Refuge,484515,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,W-03-10013,400,0,0,12.0,400,TOWNS,0.03,6/5/2024 14:31,6/5/2024 8:33,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED BEVERAGES, SHL",Dry Beverages
526,178926,1047,T-118,Towns County Food Pantry,481540,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10041,10,0,0,88.2,490,TOWNS,0.18,4/15/2024 15:21,4/15/2024 15:11,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30582.0,Young Harris,USDA RICE,Dry Grains
411,175260,683,M-103,Mt. Zion Ministries - The Refuge,477889,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,W-16-10001,190,0,0,34.2,190,TOWNS,0.18,2/7/2024 14:31,2/7/2024 8:26,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,MISC. FOOD BOX SHL,Dry Food Misc.
526,179153,1047,T-118,Towns County Food Pantry,481766,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10041,10,0,0,88.2,490,TOWNS,0.18,4/23/2024 15:21,4/23/2024 7:10,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30582.0,Young Harris,USDA RICE,Dry Grains
526,176122,4449,T-118,Towns County Food Pantry,478749,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,F-50-90445,10,0,0,41.0,410,TOWNS,0.1,2/27/2024 15:21,2/27/2024 13:44,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30582.0,Young Harris,USDA FULLY COOKED PULLED PORK CCC,Frozen Proteins
411,182198,5388,M-103,Mt. Zion Ministries - The Refuge,484802,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,F-16-10001,109,0,0,19.62,109,TOWNS,0.18,6/14/2024 14:31,6/14/2024 7:07,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED FROZEN FOODS, SHL",Frozen Food Misc.
526,177621,8720,T-118,Towns County Food Pantry,480241,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10305,10,0,0,25.2,140,TOWNS,0.18,3/26/2024 15:21,3/26/2024 7:25,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30582.0,Young Harris,USDA MIXED VegetablesCCC,Dry Vegetables
526,173407,8720,T-118,Towns County Food Pantry,477036,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10305,20,0,0,50.4,280,TOWNS,0.18,1/24/2024 15:21,1/24/2024 7:08,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30582.0,Young Harris,USDA MIXED VegetablesCCC,Dry Vegetables
411,172841,1045,M-103,Mt. Zion Ministries - The Refuge,476472,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,W-25-10009,149,0,0,26.82,149,TOWNS,0.18,1/10/2024 14:31,1/10/2024 9:10,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED SNACK ITEMS, SHL",Dry Food Misc.
