Month,County,Food Category,Weight
2023-12,JACKSON,Frozen Beverages,1272.0
2024-01,JACKSON,Frozen Beverages,1170.0
2024-02,JACKSON,Frozen Beverages,180.0
2024-03,JACKSON,Frozen Beverages,801.0
2024-04,JACKSON,Frozen Beverages,465.0
2024-05,JACKSON,Frozen Beverages,24.0
2024-06,JACKSON,Frozen Beverages,60.0
2023-07,JACKSON,Frozen Food Misc.,240.0
2023-08,JACKSON,Frozen Food Misc.,188.0
2023-09,JACKSON,Frozen Food Misc.,5099.0
2023-10,JACKSON,Frozen Food Misc.,1020.0
2023-11,JACKSON,Frozen Food Misc.,649.0
2023-12,JACKSON,Frozen Food Misc.,376.0
2024-01,JACKSON,Frozen Food Misc.,245.0
2024-02,JACKSON,Frozen Food Misc.,1415.0
2024-03,JACKSON,Frozen Food Misc.,36.0
2024-04,JACKSON,Frozen Food Misc.,894.0
2024-05,JACKSON,Frozen Food Misc.,100.0
2024-06,JACKSON,Frozen Food Misc.,7655.0
2023-08,JACKSON,Frozen Fruits,1800.0
2023-10,JACKSON,Frozen Fruits,5704.0
2023-11,JACKSON,Frozen Fruits,8769.0
2023-12,JACKSON,Frozen Fruits,19509.0
2024-01,JACKSON,Frozen Fruits,8478.0
2024-02,JACKSON,Frozen Fruits,12334.0
2024-03,JACKSON,Frozen Fruits,7188.0
2024-04,JACKSON,Frozen Fruits,5204.0
2024-05,JACKSON,Frozen Fruits,7318.0
2024-06,JACKSON,Frozen Fruits,3674.0
2023-09,JACKSON,Frozen Grains,2.0
2023-10,JACKSON,Frozen Grains,17.0
2023-07,JACKSON,Frozen Prepared Meals,120.0
2023-08,JACKSON,Frozen Prepared Meals,126.0
2023-09,JACKSON,Frozen Prepared Meals,36.0
2024-01,JACKSON,Frozen Prepared Meals,268.0
2023-07,JACKSON,Frozen Proteins,8454.0
2023-08,JACKSON,Frozen Proteins,7910.0
2023-09,JACKSON,Frozen Proteins,13294.0
2023-10,JACKSON,Frozen Proteins,20465.0
2023-11,JACKSON,Frozen Proteins,12186.0
2023-12,JACKSON,Frozen Proteins,9433.0
2024-01,JACKSON,Frozen Proteins,17912.0
2024-02,JACKSON,Frozen Proteins,29747.0
2024-03,JACKSON,Frozen Proteins,16994.0
2024-04,JACKSON,Frozen Proteins,20895.0
2024-05,JACKSON,Frozen Proteins,24987.0
2024-06,JACKSON,Frozen Proteins,20062.0
2024-03,MADISON,Cooled Beverages,374.0
2023-08,MADISON,Cooled Dairy,341.0
2023-09,MADISON,Cooled Dairy,32.0
2023-10,MADISON,Cooled Dairy,188.0
2023-12,MADISON,Cooled Dairy,516.0
2024-01,MADISON,Cooled Dairy,528.0
2024-02,MADISON,Cooled Dairy,678.0
2024-03,MADISON,Cooled Dairy,648.0
2024-04,MADISON,Cooled Dairy,4312.0
2024-05,MADISON,Cooled Dairy,948.0
2024-06,MADISON,Cooled Dairy,468.0
2023-07,MADISON,Cooled Food Misc.,46.0
2023-08,MADISON,Cooled Food Misc.,808.0
2023-09,MADISON,Cooled Food Misc.,8917.0
2023-10,MADISON,Cooled Food Misc.,1807.0
2023-11,MADISON,Cooled Food Misc.,1767.0
2023-12,MADISON,Cooled Food Misc.,665.0
2024-01,MADISON,Cooled Food Misc.,830.0
2024-02,MADISON,Cooled Food Misc.,725.0
2024-03,MADISON,Cooled Food Misc.,322.0
2024-04,MADISON,Cooled Food Misc.,467.0
2024-05,MADISON,Cooled Food Misc.,720.0
2024-06,MADISON,Cooled Food Misc.,474.0
2023-09,MADISON,Cooled Fruits,858.0
2023-10,MADISON,Cooled Fruits,211.0
2023-11,MADISON,Cooled Fruits,136.0
2023-12,MADISON,Cooled Fruits,402.0
2024-01,MADISON,Cooled Fruits,268.0
2024-02,MADISON,Cooled Fruits,142.0
2024-03,MADISON,Cooled Fruits,5019.0
2024-04,MADISON,Cooled Fruits,4508.0
2024-05,MADISON,Cooled Fruits,1257.0
2024-06,MADISON,Cooled Fruits,783.0
2023-07,MADISON,Cooled Grains,160.0
2023-08,MADISON,Cooled Grains,30.0
2023-07,MADISON,Cooled Mixed Produce,10726.0
2023-08,MADISON,Cooled Mixed Produce,2145.0
2023-09,MADISON,Cooled Mixed Produce,10906.0
2023-10,MADISON,Cooled Mixed Produce,2023.0
2023-11,MADISON,Cooled Mixed Produce,2624.0
2023-12,MADISON,Cooled Mixed Produce,2514.0
2024-01,MADISON,Cooled Mixed Produce,2107.0
2024-02,MADISON,Cooled Mixed Produce,2000.0
2024-03,MADISON,Cooled Mixed Produce,1659.0
2024-04,MADISON,Cooled Mixed Produce,3109.0
2024-05,MADISON,Cooled Mixed Produce,2846.0
2024-06,MADISON,Cooled Mixed Produce,1997.0
2023-07,MADISON,Cooled Potatoes,1850.0
2023-09,MADISON,Cooled Potatoes,5328.0
2024-02,MADISON,Cooled Potatoes,250.0
2024-03,MADISON,Cooled Potatoes,1494.0
2024-04,MADISON,Cooled Potatoes,376.0
2024-05,MADISON,Cooled Potatoes,210.0
2024-06,MADISON,Cooled Potatoes,42.0
2024-02,MADISON,Cooled Vegetables,454.0
2024-03,MADISON,Cooled Vegetables,1248.0
2024-04,MADISON,Cooled Vegetables,3874.0
2024-05,MADISON,Cooled Vegetables,334.0
2023-07,MADISON,Dry Beverages,7885.0
2023-08,MADISON,Dry Beverages,5988.0
2023-09,MADISON,Dry Beverages,5019.0
2023-10,MADISON,Dry Beverages,6288.0
2023-11,MADISON,Dry Beverages,7901.0
2023-12,MADISON,Dry Beverages,6199.0
2024-01,MADISON,Dry Beverages,13316.0
2024-02,MADISON,Dry Beverages,15394.0
2024-03,MADISON,Dry Beverages,8007.0
2024-04,MADISON,Dry Beverages,7998.0
2024-05,MADISON,Dry Beverages,6596.0
2024-06,MADISON,Dry Beverages,4351.0
2024-02,MADISON,Dry Dairy,16.0
2024-03,MADISON,Dry Dairy,195.0
2024-04,MADISON,Dry Dairy,2129.0
2024-05,MADISON,Dry Dairy,892.0
2024-06,MADISON,Dry Dairy,869.0
2023-07,MADISON,Dry Food Misc.,4769.0
2023-08,MADISON,Dry Food Misc.,4837.0
2023-09,MADISON,Dry Food Misc.,6350.0
2023-10,MADISON,Dry Food Misc.,5005.0
2023-11,MADISON,Dry Food Misc.,4204.0
2023-12,MADISON,Dry Food Misc.,3414.0
2024-01,MADISON,Dry Food Misc.,3797.0
2024-02,MADISON,Dry Food Misc.,3858.0
2024-03,MADISON,Dry Food Misc.,5006.0
2024-04,MADISON,Dry Food Misc.,5267.0
2024-05,MADISON,Dry Food Misc.,8317.0
2024-06,MADISON,Dry Food Misc.,3251.0
2023-07,MADISON,Dry Fruits,648.0
2023-08,MADISON,Dry Fruits,1391.0
2023-09,MADISON,Dry Fruits,3200.0
2023-10,MADISON,Dry Fruits,472.0
2023-11,MADISON,Dry Fruits,509.0
2023-12,MADISON,Dry Fruits,384.0
2024-01,MADISON,Dry Fruits,3941.0
2024-02,MADISON,Dry Fruits,309.0
2024-03,MADISON,Dry Fruits,1675.0
2024-04,MADISON,Dry Fruits,984.0
2024-05,MADISON,Dry Fruits,715.0
2024-06,MADISON,Dry Fruits,384.0
2023-07,MADISON,Dry Grains,7994.0
2023-08,MADISON,Dry Grains,2255.0
2023-09,MADISON,Dry Grains,7567.0
2023-10,MADISON,Dry Grains,2726.0
2023-11,MADISON,Dry Grains,2425.0
2023-12,MADISON,Dry Grains,1154.0
2024-01,MADISON,Dry Grains,3134.0
2024-02,MADISON,Dry Grains,1169.0
2024-03,MADISON,Dry Grains,3052.0
2024-04,MADISON,Dry Grains,2916.0
2024-05,MADISON,Dry Grains,1582.0
2024-06,MADISON,Dry Grains,828.0
2024-03,MADISON,Dry Mixed Produce,360.0
2024-04,MADISON,Dry Mixed Produce,402.0
2024-05,MADISON,Dry Mixed Produce,689.0
2024-06,MADISON,Dry Mixed Produce,443.0
2023-07,MADISON,Dry Non-Food Misc.,748.0
2023-08,MADISON,Dry Non-Food Misc.,805.0
2023-09,MADISON,Dry Non-Food Misc.,508.0
2023-10,MADISON,Dry Non-Food Misc.,2752.0
2023-11,MADISON,Dry Non-Food Misc.,246.0
2023-12,MADISON,Dry Non-Food Misc.,2286.0
2024-01,MADISON,Dry Non-Food Misc.,2004.0
2024-02,MADISON,Dry Non-Food Misc.,347.0
2024-03,MADISON,Dry Non-Food Misc.,243.0
2024-04,MADISON,Dry Non-Food Misc.,269.0
2024-05,MADISON,Dry Non-Food Misc.,392.0
2024-06,MADISON,Dry Non-Food Misc.,342.0
2023-08,MADISON,Dry Other,1428.0
2023-07,MADISON,Dry Potatoes,160.0
2023-08,MADISON,Dry Potatoes,40.0
2023-09,MADISON,Dry Potatoes,130.0
2023-10,MADISON,Dry Potatoes,210.0
2024-01,MADISON,Dry Potatoes,216.0
2024-02,MADISON,Dry Potatoes,756.0
2024-03,MADISON,Dry Potatoes,8397.0
2023-07,MADISON,Dry Prepared Meals,399.0
2023-08,MADISON,Dry Prepared Meals,1533.0
2023-09,MADISON,Dry Prepared Meals,1161.0
2023-10,MADISON,Dry Prepared Meals,1378.0
2023-11,MADISON,Dry Prepared Meals,2515.0
2023-12,MADISON,Dry Prepared Meals,1405.0
2024-01,MADISON,Dry Prepared Meals,800.0
2024-02,MADISON,Dry Prepared Meals,1139.0
2024-03,MADISON,Dry Prepared Meals,7388.0
2024-04,MADISON,Dry Prepared Meals,996.0
2024-05,MADISON,Dry Prepared Meals,450.0
2024-06,MADISON,Dry Prepared Meals,414.0
2023-07,MADISON,Dry Proteins,10290.0
2023-08,MADISON,Dry Proteins,1786.0
2023-09,MADISON,Dry Proteins,6903.0
2023-10,MADISON,Dry Proteins,2570.0
2023-11,MADISON,Dry Proteins,2415.0
2023-12,MADISON,Dry Proteins,1474.0
2024-01,MADISON,Dry Proteins,4299.0
2024-02,MADISON,Dry Proteins,981.0
2024-03,MADISON,Dry Proteins,4612.0
2024-04,MADISON,Dry Proteins,2725.0
2024-05,MADISON,Dry Proteins,1551.0
2024-06,MADISON,Dry Proteins,1716.36
2023-07,MADISON,Dry Vegetables,3947.0
2023-08,MADISON,Dry Vegetables,2157.0
2023-09,MADISON,Dry Vegetables,4296.0
2023-10,MADISON,Dry Vegetables,1963.0
2023-11,MADISON,Dry Vegetables,3967.0
2023-12,MADISON,Dry Vegetables,1473.0
2024-01,MADISON,Dry Vegetables,4463.0
2024-02,MADISON,Dry Vegetables,1497.0
2024-03,MADISON,Dry Vegetables,5770.0
2024-04,MADISON,Dry Vegetables,3520.0
2024-05,MADISON,Dry Vegetables,2078.0
2024-06,MADISON,Dry Vegetables,380.0
2023-12,MADISON,Frozen Beverages,60.0
2024-01,MADISON,Frozen Beverages,123.0
2024-02,MADISON,Frozen Beverages,216.0
2024-03,MADISON,Frozen Beverages,6.0
2024-04,MADISON,Frozen Beverages,9.0
2024-05,MADISON,Frozen Beverages,12.0
2024-06,MADISON,Frozen Beverages,78.0
2023-07,MADISON,Frozen Food Misc.,74.0
2023-08,MADISON,Frozen Food Misc.,63.0
2023-09,MADISON,Frozen Food Misc.,45.0
2023-10,MADISON,Frozen Food Misc.,382.0
2023-11,MADISON,Frozen Food Misc.,270.0
2023-12,MADISON,Frozen Food Misc.,340.0
2024-01,MADISON,Frozen Food Misc.,142.0
2024-02,MADISON,Frozen Food Misc.,50.0
2024-03,MADISON,Frozen Food Misc.,156.0
2024-04,MADISON,Frozen Food Misc.,148.0
2024-05,MADISON,Frozen Food Misc.,323.0
2024-06,MADISON,Frozen Food Misc.,859.0
2023-07,MADISON,Frozen Fruits,120.0
2023-08,MADISON,Frozen Fruits,180.0
2023-09,MADISON,Frozen Fruits,672.0
2023-11,MADISON,Frozen Fruits,707.0
2023-12,MADISON,Frozen Fruits,1014.0
2024-01,MADISON,Frozen Fruits,1224.0
2024-02,MADISON,Frozen Fruits,1376.0
2024-03,MADISON,Frozen Fruits,819.0
2024-04,MADISON,Frozen Fruits,430.0
2024-05,MADISON,Frozen Fruits,168.0
2024-06,MADISON,Frozen Fruits,112.0
2023-10,MADISON,Frozen Grains,4.0
2023-08,MADISON,Frozen Prepared Meals,90.0
2023-09,MADISON,Frozen Prepared Meals,30.0
2024-01,MADISON,Frozen Prepared Meals,82.0
2024-03,MADISON,Frozen Prepared Meals,36.0
2024-06,MADISON,Frozen Prepared Meals,120.0
2023-07,MADISON,Frozen Proteins,1872.0
2023-08,MADISON,Frozen Proteins,2532.0
2023-09,MADISON,Frozen Proteins,5416.0
2023-10,MADISON,Frozen Proteins,2581.0
2023-11,MADISON,Frozen Proteins,2970.0
2023-12,MADISON,Frozen Proteins,1557.0
2024-01,MADISON,Frozen Proteins,3957.0
2024-02,MADISON,Frozen Proteins,3346.0
2024-03,MADISON,Frozen Proteins,5421.0
2024-04,MADISON,Frozen Proteins,7903.0
2024-05,MADISON,Frozen Proteins,2650.0
2024-06,MADISON,Frozen Proteins,2454.0
2023-08,MADISON,Frozen Vegetables,52.0
2023-08,OCONEE,Cooled Dairy,3776.0
2024-01,OCONEE,Cooled Dairy,4296.0
2024-03,OCONEE,Cooled Dairy,3276.0
2024-04,OCONEE,Cooled Dairy,3636.0
2024-05,OCONEE,Cooled Dairy,2424.0
2024-06,OCONEE,Cooled Dairy,744.0
2023-08,OCONEE,Cooled Food Misc.,49.0
2023-09,OCONEE,Cooled Food Misc.,965.0
2023-10,OCONEE,Cooled Food Misc.,120.0
2023-11,OCONEE,Cooled Food Misc.,91.0
2023-12,OCONEE,Cooled Food Misc.,63.0
2024-01,OCONEE,Cooled Food Misc.,24.0
2024-04,OCONEE,Cooled Food Misc.,508.0
2023-07,OCONEE,Cooled Fruits,3135.0
2023-08,OCONEE,Cooled Fruits,6185.0
2023-10,OCONEE,Cooled Fruits,3755.0
2023-11,OCONEE,Cooled Fruits,7086.0
2023-12,OCONEE,Cooled Fruits,1653.0
2024-01,OCONEE,Cooled Fruits,1833.0
2024-02,OCONEE,Cooled Fruits,4481.0
2024-03,OCONEE,Cooled Fruits,4528.0
2024-04,OCONEE,Cooled Fruits,4750.0
2024-05,OCONEE,Cooled Fruits,7824.0
2024-06,OCONEE,Cooled Fruits,5913.0
2023-07,OCONEE,Cooled Mixed Produce,7145.0
2023-08,OCONEE,Cooled Mixed Produce,4248.0
2023-09,OCONEE,Cooled Mixed Produce,4707.0
2023-10,OCONEE,Cooled Mixed Produce,7710.0
2023-11,OCONEE,Cooled Mixed Produce,6096.0
2023-12,OCONEE,Cooled Mixed Produce,10372.0
2024-01,OCONEE,Cooled Mixed Produce,8174.0
2024-03,OCONEE,Cooled Mixed Produce,1270.0
2024-04,OCONEE,Cooled Mixed Produce,752.0
2024-06,OCONEE,Cooled Mixed Produce,4465.0
2023-07,OCONEE,Cooled Potatoes,1850.0
2023-09,OCONEE,Cooled Potatoes,1850.0
2023-10,OCONEE,Cooled Potatoes,814.0
2024-02,OCONEE,Cooled Potatoes,1600.0
2024-03,OCONEE,Cooled Potatoes,100.0
2024-02,OCONEE,Cooled Vegetables,5990.0
2024-03,OCONEE,Cooled Vegetables,3063.0
2024-04,OCONEE,Cooled Vegetables,1820.0
2024-05,OCONEE,Cooled Vegetables,1232.0
2024-06,OCONEE,Cooled Vegetables,2149.0
2023-07,OCONEE,Dry Beverages,1980.0
2023-09,OCONEE,Dry Beverages,1614.0
2023-10,OCONEE,Dry Beverages,190.0
2023-11,OCONEE,Dry Beverages,442.0
2023-12,OCONEE,Dry Beverages,5542.0
2024-01,OCONEE,Dry Beverages,1942.0
2024-02,OCONEE,Dry Beverages,311.0
2024-03,OCONEE,Dry Beverages,580.0
2024-04,OCONEE,Dry Beverages,2965.0
2023-07,OCONEE,Dry Food Misc.,861.0
2023-08,OCONEE,Dry Food Misc.,754.0
2023-09,OCONEE,Dry Food Misc.,266.0
2023-10,OCONEE,Dry Food Misc.,977.0
2023-11,OCONEE,Dry Food Misc.,253.0
2023-12,OCONEE,Dry Food Misc.,144.0
2024-01,OCONEE,Dry Food Misc.,165.0
2024-02,OCONEE,Dry Food Misc.,56.0
2024-03,OCONEE,Dry Food Misc.,43.0
2023-08,OCONEE,Dry Fruits,1425.0
2023-09,OCONEE,Dry Fruits,1677.0
2023-10,OCONEE,Dry Fruits,1300.0
2023-11,OCONEE,Dry Fruits,908.0
2023-12,OCONEE,Dry Fruits,950.0
2024-01,OCONEE,Dry Fruits,923.0
2024-02,OCONEE,Dry Fruits,503.0
2024-03,OCONEE,Dry Fruits,650.0
2024-04,OCONEE,Dry Fruits,1326.0
2024-05,OCONEE,Dry Fruits,1156.0
2024-06,OCONEE,Dry Fruits,299.0
2023-07,OCONEE,Dry Grains,4237.0
2023-08,OCONEE,Dry Grains,1612.0
2023-09,OCONEE,Dry Grains,4026.0
2023-10,OCONEE,Dry Grains,2325.0
2023-11,OCONEE,Dry Grains,1822.0
2023-12,OCONEE,Dry Grains,2289.0
2024-01,OCONEE,Dry Grains,2011.0
2024-02,OCONEE,Dry Grains,1744.0
2024-03,OCONEE,Dry Grains,1265.0
2024-04,OCONEE,Dry Grains,2863.0
2024-05,OCONEE,Dry Grains,1793.0
2024-06,OCONEE,Dry Grains,1623.0
2023-07,OCONEE,Dry Non-Food Misc.,1959.0
2023-08,OCONEE,Dry Non-Food Misc.,145.0
2023-09,OCONEE,Dry Non-Food Misc.,137.0
2023-10,OCONEE,Dry Non-Food Misc.,102.0
2023-11,OCONEE,Dry Non-Food Misc.,38.0
2023-12,OCONEE,Dry Non-Food Misc.,428.0
2024-01,OCONEE,Dry Non-Food Misc.,174.0
2024-02,OCONEE,Dry Non-Food Misc.,6.0
2024-03,OCONEE,Dry Non-Food Misc.,18.0
2024-01,OCONEE,Dry Potatoes,351.0
2024-02,OCONEE,Dry Potatoes,567.0
2023-10,OCONEE,Dry Prepared Meals,468.0
2023-11,OCONEE,Dry Prepared Meals,1092.0
2023-12,OCONEE,Dry Prepared Meals,209.0
2024-01,OCONEE,Dry Prepared Meals,42.0
2024-02,OCONEE,Dry Prepared Meals,847.0
2024-03,OCONEE,Dry Prepared Meals,10.0
2024-04,OCONEE,Dry Prepared Meals,646.0
2024-05,OCONEE,Dry Prepared Meals,540.0
2023-07,OCONEE,Dry Proteins,2476.0
2023-08,OCONEE,Dry Proteins,3835.0
2023-09,OCONEE,Dry Proteins,5279.0
2023-10,OCONEE,Dry Proteins,4591.0
2023-11,OCONEE,Dry Proteins,3330.0
2023-12,OCONEE,Dry Proteins,3956.0
2024-01,OCONEE,Dry Proteins,3892.0
2024-02,OCONEE,Dry Proteins,2922.0
2024-03,OCONEE,Dry Proteins,4438.0
2024-04,OCONEE,Dry Proteins,4708.0
2024-05,OCONEE,Dry Proteins,4018.0
2024-06,OCONEE,Dry Proteins,5243.0
2024-01,OCONEE,Dry Unsorted Salvage,395.0
2024-03,OCONEE,Dry Unsorted Salvage,1251.0
2023-07,OCONEE,Dry Vegetables,1403.0
2023-08,OCONEE,Dry Vegetables,2453.0
2023-09,OCONEE,Dry Vegetables,1020.0
2023-10,OCONEE,Dry Vegetables,2132.0
2023-11,OCONEE,Dry Vegetables,2045.0
2023-12,OCONEE,Dry Vegetables,1775.0
2024-01,OCONEE,Dry Vegetables,1781.0
2024-02,OCONEE,Dry Vegetables,1722.0
2024-03,OCONEE,Dry Vegetables,2482.0
2024-04,OCONEE,Dry Vegetables,2289.0
2024-05,OCONEE,Dry Vegetables,2156.0
2024-06,OCONEE,Dry Vegetables,2132.0
2024-01,OCONEE,Frozen Beverages,33.0
2024-02,OCONEE,Frozen Beverages,24.0
2024-03,OCONEE,Frozen Beverages,30.0
2023-10,OCONEE,Frozen Food Misc.,25.0
2023-11,OCONEE,Frozen Food Misc.,16.0
2023-12,OCONEE,Frozen Food Misc.,3.0
2024-04,OCONEE,Frozen Food Misc.,623.0
2024-06,OCONEE,Frozen Food Misc.,441.0
2023-09,OCONEE,Frozen Fruits,1200.0
2024-03,OCONEE,Frozen Fruits,1524.0
2024-04,OCONEE,Frozen Fruits,1288.0
2023-11,OCONEE,Frozen Grains,911.0
2023-07,OCONEE,Frozen Proteins,1600.0
2023-08,OCONEE,Frozen Proteins,2140.0
2023-09,OCONEE,Frozen Proteins,1711.0
2023-10,OCONEE,Frozen Proteins,43.0
2023-11,OCONEE,Frozen Proteins,563.0
2023-12,OCONEE,Frozen Proteins,878.0
2024-01,OCONEE,Frozen Proteins,2909.0
2024-02,OCONEE,Frozen Proteins,3176.0
2024-03,OCONEE,Frozen Proteins,1394.0
2024-04,OCONEE,Frozen Proteins,3568.0
2024-05,OCONEE,Frozen Proteins,3104.0
2024-06,OCONEE,Frozen Proteins,1468.0
2024-03,OGLETHORPE,Cooled Beverages,442.0
2023-08,OGLETHORPE,Cooled Dairy,1728.0
2023-09,OGLETHORPE,Cooled Dairy,16.0
2023-10,OGLETHORPE,Cooled Dairy,8.0
2023-12,OGLETHORPE,Cooled Dairy,1524.0
2024-01,OGLETHORPE,Cooled Dairy,536.0
2024-02,OGLETHORPE,Cooled Dairy,2228.0
2024-03,OGLETHORPE,Cooled Dairy,1520.0
2024-04,OGLETHORPE,Cooled Dairy,2224.0
2024-05,OGLETHORPE,Cooled Dairy,228.0
2024-06,OGLETHORPE,Cooled Dairy,2112.0
2023-08,OGLETHORPE,Cooled Food Misc.,1030.0
2023-09,OGLETHORPE,Cooled Food Misc.,827.0
2023-10,OGLETHORPE,Cooled Food Misc.,2229.0
2023-11,OGLETHORPE,Cooled Food Misc.,1353.0
2023-12,OGLETHORPE,Cooled Food Misc.,948.0
2024-01,OGLETHORPE,Cooled Food Misc.,856.0
2024-02,OGLETHORPE,Cooled Food Misc.,2244.0
2024-03,OGLETHORPE,Cooled Food Misc.,1278.0
2024-04,OGLETHORPE,Cooled Food Misc.,559.0
2024-05,OGLETHORPE,Cooled Food Misc.,880.0
2024-06,OGLETHORPE,Cooled Food Misc.,76.0
2023-08,OGLETHORPE,Cooled Fruits,3742.0
2023-09,OGLETHORPE,Cooled Fruits,3327.0
2023-10,OGLETHORPE,Cooled Fruits,145.0
2023-11,OGLETHORPE,Cooled Fruits,1833.0
2023-12,OGLETHORPE,Cooled Fruits,1026.0
2024-01,OGLETHORPE,Cooled Fruits,230.0
2024-02,OGLETHORPE,Cooled Fruits,2733.0
2024-03,OGLETHORPE,Cooled Fruits,3037.0
2024-04,OGLETHORPE,Cooled Fruits,5700.0
2024-05,OGLETHORPE,Cooled Fruits,4833.0
2024-06,OGLETHORPE,Cooled Fruits,150.0
2023-07,OGLETHORPE,Cooled Mixed Produce,4770.0
2023-08,OGLETHORPE,Cooled Mixed Produce,3554.0
2023-09,OGLETHORPE,Cooled Mixed Produce,738.0
2023-10,OGLETHORPE,Cooled Mixed Produce,8693.0
2023-11,OGLETHORPE,Cooled Mixed Produce,2256.0
2023-12,OGLETHORPE,Cooled Mixed Produce,16728.0
2024-01,OGLETHORPE,Cooled Mixed Produce,3744.0
2024-02,OGLETHORPE,Cooled Mixed Produce,3911.0
2024-03,OGLETHORPE,Cooled Mixed Produce,938.0
2024-04,OGLETHORPE,Cooled Mixed Produce,3027.0
2024-05,OGLETHORPE,Cooled Mixed Produce,3503.0
2024-06,OGLETHORPE,Cooled Mixed Produce,8116.0
2023-07,OGLETHORPE,Cooled Potatoes,1850.0
2023-09,OGLETHORPE,Cooled Potatoes,1850.0
2024-02,OGLETHORPE,Cooled Potatoes,336.0
2024-03,OGLETHORPE,Cooled Potatoes,2846.0
2024-04,OGLETHORPE,Cooled Potatoes,2462.0
2024-05,OGLETHORPE,Cooled Potatoes,210.0
2024-06,OGLETHORPE,Cooled Potatoes,2420.0
2024-02,OGLETHORPE,Cooled Vegetables,614.0
2024-03,OGLETHORPE,Cooled Vegetables,1908.0
2024-04,OGLETHORPE,Cooled Vegetables,1743.0
2024-05,OGLETHORPE,Cooled Vegetables,2897.0
2024-06,OGLETHORPE,Cooled Vegetables,875.0
2023-07,OGLETHORPE,Dry Beverages,1826.0
2023-08,OGLETHORPE,Dry Beverages,3834.0
2023-09,OGLETHORPE,Dry Beverages,2777.0
2023-10,OGLETHORPE,Dry Beverages,2930.0
2023-11,OGLETHORPE,Dry Beverages,7050.0
2023-12,OGLETHORPE,Dry Beverages,5737.0
2024-01,OGLETHORPE,Dry Beverages,7180.0
2024-02,OGLETHORPE,Dry Beverages,2653.0
2024-03,OGLETHORPE,Dry Beverages,3802.0
2024-04,OGLETHORPE,Dry Beverages,3020.0
2024-05,OGLETHORPE,Dry Beverages,2157.0
2024-06,OGLETHORPE,Dry Beverages,1328.0
2024-03,OGLETHORPE,Dry Dairy,1307.0
2024-04,OGLETHORPE,Dry Dairy,739.0
2024-05,OGLETHORPE,Dry Dairy,804.0
2024-06,OGLETHORPE,Dry Dairy,539.0
2023-07,OGLETHORPE,Dry Food Misc.,2393.0
2023-08,OGLETHORPE,Dry Food Misc.,2050.0
2023-09,OGLETHORPE,Dry Food Misc.,2371.0
2023-10,OGLETHORPE,Dry Food Misc.,2775.0
2023-11,OGLETHORPE,Dry Food Misc.,7169.0
2023-12,OGLETHORPE,Dry Food Misc.,1413.0
2024-01,OGLETHORPE,Dry Food Misc.,2156.0
2024-02,OGLETHORPE,Dry Food Misc.,1947.0
2024-03,OGLETHORPE,Dry Food Misc.,2805.0
2024-04,OGLETHORPE,Dry Food Misc.,4641.0
2024-05,OGLETHORPE,Dry Food Misc.,6800.0
2024-06,OGLETHORPE,Dry Food Misc.,3150.0
2023-08,OGLETHORPE,Dry Fruits,1242.0
2023-09,OGLETHORPE,Dry Fruits,3303.0
2023-10,OGLETHORPE,Dry Fruits,1865.0
2023-11,OGLETHORPE,Dry Fruits,1231.0
2023-12,OGLETHORPE,Dry Fruits,654.0
2024-01,OGLETHORPE,Dry Fruits,325.0
2024-02,OGLETHORPE,Dry Fruits,963.0
2024-03,OGLETHORPE,Dry Fruits,1028.0
2024-04,OGLETHORPE,Dry Fruits,877.0
2024-05,OGLETHORPE,Dry Fruits,1041.0
2024-06,OGLETHORPE,Dry Fruits,575.0
2023-07,OGLETHORPE,Dry Grains,4118.0
2023-08,OGLETHORPE,Dry Grains,3131.0
2023-09,OGLETHORPE,Dry Grains,2725.0
2023-10,OGLETHORPE,Dry Grains,4528.0
2023-11,OGLETHORPE,Dry Grains,2778.0
2023-12,OGLETHORPE,Dry Grains,2671.0
2024-01,OGLETHORPE,Dry Grains,2077.0
2024-02,OGLETHORPE,Dry Grains,1935.0
2024-03,OGLETHORPE,Dry Grains,2548.0
2024-04,OGLETHORPE,Dry Grains,4423.0
2024-05,OGLETHORPE,Dry Grains,3253.0
2024-06,OGLETHORPE,Dry Grains,2628.0
2024-02,OGLETHORPE,Dry Mixed Produce,69.0
2024-03,OGLETHORPE,Dry Mixed Produce,401.0
2024-04,OGLETHORPE,Dry Mixed Produce,369.0
2024-05,OGLETHORPE,Dry Mixed Produce,237.0
2024-06,OGLETHORPE,Dry Mixed Produce,645.0
2023-07,OGLETHORPE,Dry Non-Food Misc.,696.0
2023-08,OGLETHORPE,Dry Non-Food Misc.,2672.0
2023-09,OGLETHORPE,Dry Non-Food Misc.,607.0
2023-10,OGLETHORPE,Dry Non-Food Misc.,8146.0
2023-11,OGLETHORPE,Dry Non-Food Misc.,544.0
2023-12,OGLETHORPE,Dry Non-Food Misc.,1392.0
2024-01,OGLETHORPE,Dry Non-Food Misc.,1071.0
2024-02,OGLETHORPE,Dry Non-Food Misc.,247.0
2024-03,OGLETHORPE,Dry Non-Food Misc.,185.0
2024-04,OGLETHORPE,Dry Non-Food Misc.,4789.0
2024-05,OGLETHORPE,Dry Non-Food Misc.,335.0
2024-06,OGLETHORPE,Dry Non-Food Misc.,500.0
2023-08,OGLETHORPE,Dry Potatoes,60.0
2023-09,OGLETHORPE,Dry Potatoes,140.0
