Month,County,Agency Name,Food Type,Storage Method,Fiscal Year,Food Category,Weight
2023-02,JACKSON,Sardis Presbyterian Church,Food Misc.,Dry,FY2023,Dry Food Misc.,123.0
2023-02,JACKSON,Sardis Presbyterian Church,Grains,Dry,FY2023,Dry Grains,20.0
2023-02,JACKSON,Sardis Presbyterian Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,171.0
2023-02,JACKSON,Sardis Presbyterian Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,48.0
2023-02,JACKSON,Sardis Presbyterian Church,Proteins,Frozen,FY2023,Frozen Proteins,44.0
2023-02,JACKSON,Warren Chapel UMC,Beverages,Dry,FY2023,Dry Beverages,471.0
2023-02,JACKSON,Warren Chapel UMC,Food Misc.,Dry,FY2023,Dry Food Misc.,257.0
2023-02,JACKSON,Warren Chapel UMC,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,132.0
2023-02,JACKSON,Warren Chapel UMC,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,105.0
2023-02,JACKSON,Warren Chapel UMC,Proteins,Frozen,FY2023,Frozen Proteins,379.0
2023-02,JACKSON,White Plains Baptist Church ,Beverages,Dry,FY2023,Dry Beverages,32.0
2023-02,JACKSON,White Plains Baptist Church ,Food Misc.,Cooled,FY2023,Cooled Food Misc.,9.0
2023-02,JACKSON,White Plains Baptist Church ,Food Misc.,Dry,FY2023,Dry Food Misc.,1107.0
2023-02,JACKSON,White Plains Baptist Church ,Grains,Dry,FY2023,Dry Grains,90.0
2023-02,JACKSON,White Plains Baptist Church ,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,410.0
2023-02,JACKSON,White Plains Baptist Church ,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,28.0
2023-02,JACKSON,White Plains Baptist Church ,Proteins,Frozen,FY2023,Frozen Proteins,122.0
2023-02,JACKSON,iServe Ministries,Beverages,Dry,FY2023,Dry Beverages,2351.0
2023-02,JACKSON,iServe Ministries,Food Misc.,Cooled,FY2023,Cooled Food Misc.,11904.0
2023-02,JACKSON,iServe Ministries,Food Misc.,Dry,FY2023,Dry Food Misc.,4856.0
2023-02,JACKSON,iServe Ministries,Food Misc.,Frozen,FY2023,Frozen Food Misc.,1840.0
2023-02,JACKSON,iServe Ministries,Fruits,Cooled,FY2023,Cooled Fruits,9600.0
2023-02,JACKSON,iServe Ministries,Fruits,Dry,FY2023,Dry Fruits,3675.0
2023-02,JACKSON,iServe Ministries,Grains,Dry,FY2023,Dry Grains,5686.0
2023-02,JACKSON,iServe Ministries,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,8793.0
2023-02,JACKSON,iServe Ministries,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,1921.0
2023-02,JACKSON,iServe Ministries,Potatoes,Cooled,FY2023,Cooled Potatoes,5550.0
2023-02,JACKSON,iServe Ministries,Prepared Meals,Dry,FY2023,Dry Prepared Meals,360.0
2023-02,JACKSON,iServe Ministries,Proteins,Dry,FY2023,Dry Proteins,4350.0
2023-02,JACKSON,iServe Ministries,Proteins,Frozen,FY2023,Frozen Proteins,9999.0
2023-02,JACKSON,iServe Ministries,Vegetables,Dry,FY2023,Dry Vegetables,8511.0
2023-02,MADISON,Cedar Grove Baptist Church,Beverages,Dry,FY2023,Dry Beverages,42.0
2023-02,MADISON,Cedar Grove Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,87.0
2023-02,MADISON,Cedar Grove Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,162.0
2023-02,MADISON,Cedar Grove Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,23.0
2023-02,MADISON,Cedar Grove Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,110.0
2023-02,MADISON,Colbert First Baptist Church,Grains,Dry,FY2023,Dry Grains,170.0
2023-02,MADISON,Colbert First Baptist Church,Proteins,Dry,FY2023,Dry Proteins,120.0
2023-02,MADISON,Colbert First Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,572.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Beverages,Dry,FY2023,Dry Beverages,232.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Food Misc.,Dry,FY2023,Dry Food Misc.,595.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Fruits,Cooled,FY2023,Cooled Fruits,192.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Grains,Dry,FY2023,Dry Grains,65.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,81.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,84.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,84.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Proteins,Dry,FY2023,Dry Proteins,150.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Proteins,Frozen,FY2023,Frozen Proteins,91.0
2023-02,MADISON,Colbert Living Waters Holiness Church,Vegetables,Dry,FY2023,Dry Vegetables,704.0
2023-02,MADISON,Colbert Methodist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,1009.0
2023-02,MADISON,Colbert Methodist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,35.0
2023-02,MADISON,Colbert Methodist Church,Proteins,Frozen,FY2023,Frozen Proteins,117.0
2023-02,MADISON,Evangelical Methodist Church - Danielsville,Food Misc.,Dry,FY2023,Dry Food Misc.,482.0
2023-02,MADISON,Evangelical Methodist Church - Danielsville,Proteins,Frozen,FY2023,Frozen Proteins,85.0
2023-02,MADISON,Food 2 Kids Madison County,Food Misc.,Dry,FY2023,Dry Food Misc.,96.0
2023-02,MADISON,Food 2 Kids Madison County,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,143.0
2023-02,MADISON,Food 2 Kids Madison County,Other,Dry,FY2023,Dry Other,2868.0
2023-02,MADISON,Freedom Church of God,Beverages,Dry,FY2023,Dry Beverages,554.0
2023-02,MADISON,Freedom Church of God,Food Misc.,Dry,FY2023,Dry Food Misc.,649.0
2023-02,MADISON,Freedom Church of God,Food Misc.,Frozen,FY2023,Frozen Food Misc.,740.0
2023-02,MADISON,Freedom Church of God,Fruits,Cooled,FY2023,Cooled Fruits,320.0
2023-02,MADISON,Freedom Church of God,Grains,Dry,FY2023,Dry Grains,61.0
2023-02,MADISON,Freedom Church of God,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,337.0
2023-02,MADISON,Freedom Church of God,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,71.0
2023-02,MADISON,Freedom Church of God,Prepared Meals,Dry,FY2023,Dry Prepared Meals,8.0
2023-02,MADISON,Freedom Church of God,Proteins,Dry,FY2023,Dry Proteins,24.0
2023-02,MADISON,Freedom Church of God,Proteins,Frozen,FY2023,Frozen Proteins,172.0
2023-02,MADISON,Jubilee Partners,Beverages,Dry,FY2023,Dry Beverages,459.0
2023-02,MADISON,Jubilee Partners,Dairy,Cooled,FY2023,Cooled Dairy,26.0
2023-02,MADISON,Jubilee Partners,Food Misc.,Cooled,FY2023,Cooled Food Misc.,60.0
2023-02,MADISON,Jubilee Partners,Food Misc.,Dry,FY2023,Dry Food Misc.,908.0
2023-02,MADISON,Jubilee Partners,Grains,Dry,FY2023,Dry Grains,62.0
2023-02,MADISON,Jubilee Partners,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,841.0
2023-02,MADISON,Jubilee Partners,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,113.0
2023-02,MADISON,Jubilee Partners,Proteins,Frozen,FY2023,Frozen Proteins,161.0
2023-02,MADISON,Legacy Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,169.0
2023-02,MADISON,Madison: Madison County Senior Center Senior Staples Program,Beverages,Dry,FY2023,Dry Beverages,104.0
2023-02,MADISON,Madison: Madison County Senior Center Senior Staples Program,Food Misc.,Dry,FY2023,Dry Food Misc.,38.0
2023-02,MADISON,Madison: Madison County Senior Center Senior Staples Program,Fruits,Dry,FY2023,Dry Fruits,49.0
2023-02,MADISON,Madison: Madison County Senior Center Senior Staples Program,Grains,Dry,FY2023,Dry Grains,68.0
2023-02,MADISON,Madison: Madison County Senior Center Senior Staples Program,Prepared Meals,Dry,FY2023,Dry Prepared Meals,40.0
2023-02,MADISON,Madison: Madison County Senior Center Senior Staples Program,Vegetables,Dry,FY2023,Dry Vegetables,164.0
2023-02,MADISON,Meadow Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,360.0
2023-02,MADISON,Meadow Baptist Church,Grains,Dry,FY2023,Dry Grains,12.0
2023-02,MADISON,Meadow Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,67.0
2023-02,MADISON,Meadow Baptist Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,24.0
2023-02,MADISON,Meadow Baptist Church,Prepared Meals,Frozen,FY2023,Frozen Prepared Meals,26.0
2023-02,MADISON,Meadow Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,124.0
2023-02,MADISON,New Bethel CH Church,Beverages,Dry,FY2023,Dry Beverages,85.0
2023-02,MADISON,New Bethel CH Church,Food Misc.,Dry,FY2023,Dry Food Misc.,188.0
2023-02,MADISON,New Bethel CH Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,10.0
2023-02,MADISON,New Bethel CH Church,Proteins,Frozen,FY2023,Frozen Proteins,138.0
2023-02,MADISON,Roger's Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,135.0
2023-02,MADISON,Roger's Baptist Church,Fruits,Dry,FY2023,Dry Fruits,176.0
2023-02,MADISON,Roger's Baptist Church,Grains,Dry,FY2023,Dry Grains,118.0
2023-02,MADISON,Roger's Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,241.0
2023-02,MADISON,Roger's Baptist Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,24.0
2023-02,MADISON,Roger's Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,197.0
2023-02,MADISON,Roger's Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,675.0
2023-02,MADISON,Tabors Chapel CME Church,Beverages,Dry,FY2023,Dry Beverages,74.0
2023-02,MADISON,Tabors Chapel CME Church,Food Misc.,Dry,FY2023,Dry Food Misc.,82.0
2023-02,MADISON,Tabors Chapel CME Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,3.0
2023-02,MADISON,Tabors Chapel CME Church,Proteins,Frozen,FY2023,Frozen Proteins,177.0
2023-02,MADISON,Waggoners Grove Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,223.0
2023-02,MADISON,Waggoners Grove Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,58.0
2023-02,MADISON,Word of Life Church,Beverages,Dry,FY2023,Dry Beverages,240.0
2023-02,MADISON,Word of Life Church,Food Misc.,Dry,FY2023,Dry Food Misc.,387.0
2023-02,MADISON,Word of Life Church,Food Misc.,Frozen,FY2023,Frozen Food Misc.,64.0
2023-02,MADISON,Word of Life Church,Grains,Dry,FY2023,Dry Grains,21.0
2023-02,MADISON,Word of Life Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,218.0
2023-02,MADISON,Word of Life Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,33.0
2023-02,MADISON,Word of Life Church,Proteins,Frozen,FY2023,Frozen Proteins,241.0
2023-02,OCONEE,Churches Homes Foundation,Beverages,Dry,FY2023,Dry Beverages,17.0
2023-02,OCONEE,Churches Homes Foundation,Food Misc.,Dry,FY2023,Dry Food Misc.,71.0
2023-02,OCONEE,Churches Homes Foundation,Grains,Dry,FY2023,Dry Grains,7.0
2023-02,OCONEE,Churches Homes Foundation,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,52.0
2023-02,OCONEE,Churches Homes Foundation,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,143.0
2023-02,OCONEE,"Grace Fellowship Church, INC",Food Misc.,Dry,FY2023,Dry Food Misc.,411.0
2023-02,OCONEE,"Grace Fellowship Church, INC",Fruits,Dry,FY2023,Dry Fruits,507.0
2023-02,OCONEE,"Grace Fellowship Church, INC",Grains,Dry,FY2023,Dry Grains,439.0
2023-02,OCONEE,"Grace Fellowship Church, INC",Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,5580.0
2023-02,OCONEE,"Grace Fellowship Church, INC",Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,390.0
2023-02,OCONEE,"Grace Fellowship Church, INC",Proteins,Dry,FY2023,Dry Proteins,625.0
2023-02,OCONEE,"Grace Fellowship Church, INC",Proteins,Frozen,FY2023,Frozen Proteins,912.0
2023-02,OCONEE,"Grace Fellowship Church, INC",Vegetables,Dry,FY2023,Dry Vegetables,1066.0
2023-02,OCONEE,Living Word Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,619.0
2023-02,OCONEE,Living Word Baptist Church,Fruits,Dry,FY2023,Dry Fruits,507.0
2023-02,OCONEE,Living Word Baptist Church,Grains,Dry,FY2023,Dry Grains,515.0
2023-02,OCONEE,Living Word Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,6000.0
2023-02,OCONEE,Living Word Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,390.0
2023-02,OCONEE,Living Word Baptist Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,100.0
2023-02,OCONEE,Living Word Baptist Church,Proteins,Dry,FY2023,Dry Proteins,625.0
2023-02,OCONEE,Living Word Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,1066.0
2023-02,OCONEE,Oconee County Senior Center,Food Misc.,Dry,FY2023,Dry Food Misc.,106.0
2023-02,OCONEE,Oconee County Senior Center,Grains,Dry,FY2023,Dry Grains,20.0
2023-02,OCONEE,Oconee County Senior Center,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,93.0
2023-02,OGLETHORPE,Burt's United Methodist Church,Beverages,Dry,FY2023,Dry Beverages,260.0
2023-02,OGLETHORPE,Burt's United Methodist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,193.0
2023-02,OGLETHORPE,Burt's United Methodist Church,Grains,Dry,FY2023,Dry Grains,72.0
2023-02,OGLETHORPE,Burt's United Methodist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,144.0
2023-02,OGLETHORPE,Burt's United Methodist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,21.0
2023-02,OGLETHORPE,Burt's United Methodist Church,Proteins,Frozen,FY2023,Frozen Proteins,199.0
2023-02,OGLETHORPE,Food 2 Kids Oglethorpe County,Food Misc.,Dry,FY2023,Dry Food Misc.,114.0
2023-02,OGLETHORPE,Food 2 Kids Oglethorpe County,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,170.0
2023-02,OGLETHORPE,Food 2 Kids Oglethorpe County,Other,Dry,FY2023,Dry Other,3408.0
2023-02,OGLETHORPE,Lexington Baptist Church,Beverages,Dry,FY2023,Dry Beverages,2207.0
2023-02,OGLETHORPE,Lexington Baptist Church,Food Misc.,Cooled,FY2023,Cooled Food Misc.,273.0
2023-02,OGLETHORPE,Lexington Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,1257.0
2023-02,OGLETHORPE,Lexington Baptist Church,Food Misc.,Frozen,FY2023,Frozen Food Misc.,1607.0
2023-02,OGLETHORPE,Lexington Baptist Church,Fruits,Cooled,FY2023,Cooled Fruits,2080.0
2023-02,OGLETHORPE,Lexington Baptist Church,Fruits,Dry,FY2023,Dry Fruits,507.0
2023-02,OGLETHORPE,Lexington Baptist Church,Grains,Dry,FY2023,Dry Grains,1306.0
2023-02,OGLETHORPE,Lexington Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,724.0
2023-02,OGLETHORPE,Lexington Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,59.0
2023-02,OGLETHORPE,Lexington Baptist Church,Proteins,Dry,FY2023,Dry Proteins,625.0
2023-02,OGLETHORPE,Lexington Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,142.0
2023-02,OGLETHORPE,Lexington Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,1417.0
2023-02,OGLETHORPE,Oconee Baptist Church ,Beverages,Dry,FY2023,Dry Beverages,846.0
2023-02,OGLETHORPE,Oconee Baptist Church ,Food Misc.,Dry,FY2023,Dry Food Misc.,969.0
2023-02,OGLETHORPE,Oconee Baptist Church ,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,759.0
2023-02,OGLETHORPE,Oconee Baptist Church ,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,102.0
2023-02,OGLETHORPE,Oconee Baptist Church ,Proteins,Frozen,FY2023,Frozen Proteins,641.0
2023-02,OGLETHORPE,Oglethorpe County Senior Center,Food Misc.,Dry,FY2023,Dry Food Misc.,484.0
2023-02,OGLETHORPE,Oglethorpe County Senior Center,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,64.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Beverages,Dry,FY2023,Dry Beverages,1002.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Dairy,Cooled,FY2023,Cooled Dairy,156.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Food Misc.,Dry,FY2023,Dry Food Misc.,412.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Fruits,Cooled,FY2023,Cooled Fruits,768.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Fruits,Dry,FY2023,Dry Fruits,50.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Grains,Dry,FY2023,Dry Grains,278.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,30.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Prepared Meals,Dry,FY2023,Dry Prepared Meals,4.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Prepared Meals,Frozen,FY2023,Frozen Prepared Meals,52.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Proteins,Frozen,FY2023,Frozen Proteins,156.0
2023-02,OGLETHORPE,Oglethorpe School Food Pantry,Vegetables,Dry,FY2023,Dry Vegetables,138.0
2023-02,OGLETHORPE,Oglethorpe: Oglethorpe County Senior Staples Program,Beverages,Dry,FY2023,Dry Beverages,208.0
2023-02,OGLETHORPE,Oglethorpe: Oglethorpe County Senior Staples Program,Fruits,Cooled,FY2023,Cooled Fruits,192.0
2023-02,OGLETHORPE,Oglethorpe: Oglethorpe County Senior Staples Program,Fruits,Dry,FY2023,Dry Fruits,98.0
2023-02,OGLETHORPE,Oglethorpe: Oglethorpe County Senior Staples Program,Grains,Dry,FY2023,Dry Grains,136.0
2023-02,OGLETHORPE,Oglethorpe: Oglethorpe County Senior Staples Program,Prepared Meals,Dry,FY2023,Dry Prepared Meals,80.0
2023-02,OGLETHORPE,Oglethorpe: Oglethorpe County Senior Staples Program,Proteins,Dry,FY2023,Dry Proteins,50.0
2023-02,OGLETHORPE,Oglethorpe: Oglethorpe County Senior Staples Program,Vegetables,Dry,FY2023,Dry Vegetables,328.0
2023-02,OGLETHORPE,Sonlight Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,15.0
2023-02,OGLETHORPE,Sonlight Baptist Church,Grains,Dry,FY2023,Dry Grains,7.0
2023-02,OGLETHORPE,Sonlight Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,26.0
2023-02,OGLETHORPE,Thankful Baptist Church,Beverages,Dry,FY2023,Dry Beverages,1522.0
2023-02,OGLETHORPE,Thankful Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,1187.0
2023-02,OGLETHORPE,Thankful Baptist Church,Food Misc.,Frozen,FY2023,Frozen Food Misc.,792.0
2023-02,OGLETHORPE,Thankful Baptist Church,Fruits,Cooled,FY2023,Cooled Fruits,1920.0
2023-02,OGLETHORPE,Thankful Baptist Church,Fruits,Dry,FY2023,Dry Fruits,312.0
2023-02,OGLETHORPE,Thankful Baptist Church,Grains,Dry,FY2023,Dry Grains,1242.0
2023-02,OGLETHORPE,Thankful Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,642.0
2023-02,OGLETHORPE,Thankful Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,59.0
2023-02,OGLETHORPE,Thankful Baptist Church,Proteins,Dry,FY2023,Dry Proteins,625.0
2023-02,OGLETHORPE,Thankful Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,397.0
2023-02,OGLETHORPE,Thankful Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,1417.0
2023-02,RABUN,Flat Creek Baptist Church,Beverages,Dry,FY2023,Dry Beverages,39.0
2023-02,RABUN,Flat Creek Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,239.0
2023-02,RABUN,Flat Creek Baptist Church,Food Misc.,Frozen,FY2023,Frozen Food Misc.,28.0
2023-02,RABUN,Flat Creek Baptist Church,Fruits,Dry,FY2023,Dry Fruits,102.0
2023-02,RABUN,Flat Creek Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,7.0
2023-02,RABUN,Flat Creek Baptist Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,40.0
2023-02,RABUN,Flat Creek Baptist Church,Proteins,Dry,FY2023,Dry Proteins,172.0
2023-02,RABUN,Flat Creek Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,320.0
2023-02,RABUN,Flat Creek Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,355.0
2023-02,RABUN,Food 2 Kids Rabun County,Food Misc.,Dry,FY2023,Dry Food Misc.,31.0
2023-02,RABUN,Food 2 Kids Rabun County,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,47.0
2023-02,RABUN,Food 2 Kids Rabun County,Other,Dry,FY2023,Dry Other,942.0
2023-02,RABUN,Food Bank of Northeast Georgia Rabun,Beverages,Dry,FY2023,Dry Beverages,247.0
2023-02,RABUN,Food Bank of Northeast Georgia Rabun,Fruits,Dry,FY2023,Dry Fruits,618.0
2023-02,RABUN,Food Bank of Northeast Georgia Rabun,Grains,Dry,FY2023,Dry Grains,75.0
2023-02,RABUN,Food Bank of Northeast Georgia Rabun,Proteins,Dry,FY2023,Dry Proteins,1400.0
2023-02,RABUN,Food Bank of Northeast Georgia Rabun,Proteins,Frozen,FY2023,Frozen Proteins,1120.0
2023-02,RABUN,Food Bank of Northeast Georgia Rabun,Vegetables,Dry,FY2023,Dry Vegetables,2088.0
2023-02,RABUN,Freedom Ministries Lighthouse,Beverages,Dry,FY2023,Dry Beverages,575.0
2023-02,RABUN,Freedom Ministries Lighthouse,Dairy,Cooled,FY2023,Cooled Dairy,5.0
2023-02,RABUN,Freedom Ministries Lighthouse,Food Misc.,Dry,FY2023,Dry Food Misc.,987.0
2023-02,RABUN,Freedom Ministries Lighthouse,Food Misc.,Frozen,FY2023,Frozen Food Misc.,201.0
2023-02,RABUN,Freedom Ministries Lighthouse,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,23.0
2023-02,RABUN,Mountain Grove Baptist Church,Beverages,Dry,FY2023,Dry Beverages,160.0
2023-02,RABUN,Mountain Grove Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,535.0
2023-02,RABUN,Mountain Grove Baptist Church,Food Misc.,Frozen,FY2023,Frozen Food Misc.,207.0
2023-02,RABUN,Mountain Grove Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,29.0
2023-02,RABUN,Persimmon Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,301.0
2023-02,RABUN,Persimmon Baptist Church,Food Misc.,Frozen,FY2023,Frozen Food Misc.,80.0
2023-02,RABUN,Place of Hope NGA,Beverages,Dry,FY2023,Dry Beverages,70.0
2023-02,RABUN,Place of Hope NGA,Food Misc.,Dry,FY2023,Dry Food Misc.,115.0
2023-02,RABUN,Place of Hope NGA,Food Misc.,Frozen,FY2023,Frozen Food Misc.,8.0
2023-02,RABUN,Rabun Christian Food Ministry,Food Misc.,Dry,FY2023,Dry Food Misc.,164.0
2023-02,RABUN,Rabun Christian Food Ministry,Fruits,Dry,FY2023,Dry Fruits,105.0
2023-02,RABUN,Rabun Christian Food Ministry,Grains,Dry,FY2023,Dry Grains,374.0
2023-02,RABUN,Rabun Christian Food Ministry,Proteins,Dry,FY2023,Dry Proteins,375.0
2023-02,RABUN,Rabun Christian Food Ministry,Proteins,Frozen,FY2023,Frozen Proteins,1200.0
2023-02,RABUN,Rabun Christian Food Ministry,Vegetables,Dry,FY2023,Dry Vegetables,1148.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Beverages,Dry,FY2023,Dry Beverages,1103.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Food Misc.,Dry,FY2023,Dry Food Misc.,1822.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Food Misc.,Frozen,FY2023,Frozen Food Misc.,10032.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Fruits,Cooled,FY2023,Cooled Fruits,960.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Fruits,Dry,FY2023,Dry Fruits,3060.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Grains,Dry,FY2023,Dry Grains,13251.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,7259.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,58.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,936.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Proteins,Dry,FY2023,Dry Proteins,2000.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Proteins,Frozen,FY2023,Frozen Proteins,800.0
2023-02,RABUN,Rabun Gap Presbyterian Church,Vegetables,Dry,FY2023,Dry Vegetables,6970.0
2023-02,RABUN,Sharing and Caring - Clayton,Beverages,Dry,FY2023,Dry Beverages,51.0
2023-02,RABUN,Sharing and Caring - Clayton,Food Misc.,Dry,FY2023,Dry Food Misc.,420.0
2023-02,RABUN,Sharing and Caring - Clayton,Food Misc.,Frozen,FY2023,Frozen Food Misc.,278.0
2023-02,RABUN,Sharing and Caring - Clayton,Grains,Dry,FY2023,Dry Grains,38.0
2023-02,RABUN,Sharing and Caring - Clayton,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,38.0
2023-02,STEPHENS,Boys and Girls Club Toccoa,Beverages,Dry,FY2023,Dry Beverages,73.0
2023-02,STEPHENS,Boys and Girls Club Toccoa,Food Misc.,Dry,FY2023,Dry Food Misc.,49.0
2023-02,STEPHENS,Boys and Girls Club Toccoa,Food Misc.,Frozen,FY2023,Frozen Food Misc.,7.0
2023-02,STEPHENS,Circle of Hope Transitional Housing,Beverages,Dry,FY2023,Dry Beverages,113.0
2023-02,STEPHENS,Circle of Hope Transitional Housing,Food Misc.,Dry,FY2023,Dry Food Misc.,98.0
2023-02,STEPHENS,Circle of Hope Transitional Housing,Food Misc.,Frozen,FY2023,Frozen Food Misc.,52.0
2023-02,STEPHENS,Food 2 Kids Stephens County,Food Misc.,Dry,FY2023,Dry Food Misc.,143.0
2023-02,STEPHENS,Food 2 Kids Stephens County,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,215.0
