Month,County,Agency Name,Food Type,Storage Method,Fiscal Year,Food Category,Weight
2022-07,CLARKE,Fresh Wind Recovery Ministry (Men's),Beverages,Dry,FY2023,Dry Beverages,2360.0
2022-07,CLARKE,Fresh Wind Recovery Ministry (Men's),Food Misc.,Dry,FY2023,Dry Food Misc.,1564.0
2022-07,CLARKE,Fresh Wind Recovery Ministry (Men's),Grains,Dry,FY2023,Dry Grains,64.0
2022-07,CLARKE,Fresh Wind Recovery Ministry (Men's),Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,326.0
2022-07,CLARKE,Fresh Wind Recovery Ministry (Men's),Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,35.0
2022-07,CLARKE,Fresh Wind Recovery Ministry (Men's),Proteins,Frozen,FY2023,Frozen Proteins,921.0
2022-07,CLARKE,GPRGC Clarke Senior Assistance,Beverages,Dry,FY2023,Dry Beverages,228.0
2022-07,CLARKE,GPRGC Clarke Senior Assistance,Food Misc.,Dry,FY2023,Dry Food Misc.,40.0
2022-07,CLARKE,GPRGC Clarke Senior Assistance,Fruits,Dry,FY2023,Dry Fruits,158.0
2022-07,CLARKE,GPRGC Clarke Senior Assistance,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,36.0
2022-07,CLARKE,GPRGC Clarke Senior Assistance,Proteins,Dry,FY2023,Dry Proteins,262.0
2022-07,CLARKE,GPRGC Clarke Senior Assistance,Vegetables,Dry,FY2023,Dry Vegetables,324.0
2022-07,CLARKE,"God's Healing Hands, Inc.",Beverages,Dry,FY2023,Dry Beverages,410.0
2022-07,CLARKE,"God's Healing Hands, Inc.",Food Misc.,Dry,FY2023,Dry Food Misc.,229.0
2022-07,CLARKE,"God's Healing Hands, Inc.",Grains,Dry,FY2023,Dry Grains,55.0
2022-07,CLARKE,"God's Healing Hands, Inc.",Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,169.0
2022-07,CLARKE,"God's Healing Hands, Inc.",Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,121.0
2022-07,CLARKE,"God's Healing Hands, Inc.",Proteins,Frozen,FY2023,Frozen Proteins,120.0
2022-07,CLARKE,"God's Helping Hands (Of Athens, GA)",Dairy,Cooled,FY2023,Cooled Dairy,34.0
2022-07,CLARKE,"God's Helping Hands (Of Athens, GA)",Food Misc.,Dry,FY2023,Dry Food Misc.,37.0
2022-07,CLARKE,"God's Helping Hands (Of Athens, GA)",Fruits,Cooled,FY2023,Cooled Fruits,626.0
2022-07,CLARKE,"God's Helping Hands (Of Athens, GA)",Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,113.0
2022-07,CLARKE,Hill Chapel Baptist Church,Beverages,Dry,FY2023,Dry Beverages,73.0
2022-07,CLARKE,Hill Chapel Baptist Church,Dairy,Cooled,FY2023,Cooled Dairy,234.0
2022-07,CLARKE,Hill Chapel Baptist Church,Dairy,Dry,FY2023,Dry Dairy,260.0
2022-07,CLARKE,Hill Chapel Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,237.0
2022-07,CLARKE,Hill Chapel Baptist Church,Fruits,Cooled,FY2023,Cooled Fruits,2490.0
2022-07,CLARKE,Hill Chapel Baptist Church,Fruits,Dry,FY2023,Dry Fruits,676.0
2022-07,CLARKE,Hill Chapel Baptist Church,Grains,Dry,FY2023,Dry Grains,1911.0
2022-07,CLARKE,Hill Chapel Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,3192.0
2022-07,CLARKE,Hill Chapel Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,113.0
2022-07,CLARKE,Hill Chapel Baptist Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,309.0
2022-07,CLARKE,Hill Chapel Baptist Church,Proteins,Dry,FY2023,Dry Proteins,1360.0
2022-07,CLARKE,Hill Chapel Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,110.0
2022-07,CLARKE,Hill Chapel Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,1653.0
2022-07,CLARKE,Hope House Recovery Inc.,Beverages,Dry,FY2023,Dry Beverages,331.0
2022-07,CLARKE,Hope House Recovery Inc.,Food Misc.,Dry,FY2023,Dry Food Misc.,302.0
2022-07,CLARKE,Hope House Recovery Inc.,Grains,Dry,FY2023,Dry Grains,141.0
2022-07,CLARKE,Hope House Recovery Inc.,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,16.0
2022-07,CLARKE,Iglesia Pentecostal Tabernaculo de Athens,Beverages,Dry,FY2023,Dry Beverages,1559.0
2022-07,CLARKE,Iglesia Pentecostal Tabernaculo de Athens,Dairy,Cooled,FY2023,Cooled Dairy,21.0
2022-07,CLARKE,Iglesia Pentecostal Tabernaculo de Athens,Food Misc.,Dry,FY2023,Dry Food Misc.,271.0
2022-07,CLARKE,Iglesia Pentecostal Tabernaculo de Athens,Grains,Dry,FY2023,Dry Grains,611.0
2022-07,CLARKE,Iglesia Pentecostal Tabernaculo de Athens,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,4184.0
2022-07,CLARKE,Iglesia Pentecostal Tabernaculo de Athens,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,127.0
2022-07,CLARKE,Iglesia Pentecostal Tabernaculo de Athens,Proteins,Frozen,FY2023,Frozen Proteins,116.0
2022-07,CLARKE,La Nueva Jerusalem,Beverages,Dry,FY2023,Dry Beverages,66.0
2022-07,CLARKE,La Nueva Jerusalem,Food Misc.,Dry,FY2023,Dry Food Misc.,183.0
2022-07,CLARKE,La Nueva Jerusalem,Grains,Dry,FY2023,Dry Grains,6.0
2022-07,CLARKE,La Nueva Jerusalem,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,648.0
2022-07,CLARKE,La Nueva Jerusalem,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,84.0
2022-07,CLARKE,La Nueva Jerusalem,Proteins,Frozen,FY2023,Frozen Proteins,11.0
2022-07,CLARKE,Living Hope Church,Beverages,Dry,FY2023,Dry Beverages,613.0
2022-07,CLARKE,Living Hope Church,Dairy,Cooled,FY2023,Cooled Dairy,246.0
2022-07,CLARKE,Living Hope Church,Food Misc.,Cooled,FY2023,Cooled Food Misc.,8.0
2022-07,CLARKE,Living Hope Church,Food Misc.,Dry,FY2023,Dry Food Misc.,958.0
2022-07,CLARKE,Living Hope Church,Grains,Dry,FY2023,Dry Grains,136.0
2022-07,CLARKE,Living Hope Church,Grains,Frozen,FY2023,Frozen Grains,44.0
2022-07,CLARKE,Living Hope Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,305.0
2022-07,CLARKE,Living Hope Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,338.0
2022-07,CLARKE,Living Hope Church,Proteins,Frozen,FY2023,Frozen Proteins,309.0
2022-07,CLARKE,Living Hope Church,Vegetables,Dry,FY2023,Dry Vegetables,135.0
2022-07,CLARKE,Living Water Christian Fellowship Church,Beverages,Dry,FY2023,Dry Beverages,171.0
2022-07,CLARKE,Living Water Christian Fellowship Church,Food Misc.,Dry,FY2023,Dry Food Misc.,244.0
2022-07,CLARKE,Living Water Christian Fellowship Church,Fruits,Cooled,FY2023,Cooled Fruits,2450.0
2022-07,CLARKE,Living Water Christian Fellowship Church,Grains,Dry,FY2023,Dry Grains,168.0
2022-07,CLARKE,Living Water Christian Fellowship Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,276.0
2022-07,CLARKE,Living Water Christian Fellowship Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,506.0
2022-07,CLARKE,Living Water Christian Fellowship Church,Proteins,Frozen,FY2023,Frozen Proteins,309.0
2022-07,CLARKE,Mt. Olive SDA Church,Food Misc.,Cooled,FY2023,Cooled Food Misc.,15263.0
2022-07,CLARKE,Mt. Olive SDA Church,Food Misc.,Frozen,FY2023,Frozen Food Misc.,5493.0
2022-07,CLARKE,Mt. Olive SDA Church,Grains,Dry,FY2023,Dry Grains,7117.0
2022-07,CLARKE,Mt. Olive SDA Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,20473.0
2022-07,CLARKE,Mt. Olive SDA Church,Proteins,Frozen,FY2023,Frozen Proteins,35272.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Dairy,Cooled,FY2023,Cooled Dairy,3319.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Dairy,Dry,FY2023,Dry Dairy,260.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Food Misc.,Frozen,FY2023,Frozen Food Misc.,1456.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Fruits,Cooled,FY2023,Cooled Fruits,4350.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Fruits,Dry,FY2023,Dry Fruits,988.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Grains,Dry,FY2023,Dry Grains,705.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,1640.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Proteins,Dry,FY2023,Dry Proteins,1601.0
2022-07,CLARKE,PINEWOOD ESTATES NORTH---Program,Vegetables,Dry,FY2023,Dry Vegetables,702.0
2022-07,CLARKE,PLR (People Living in Recovery),Beverages,Dry,FY2023,Dry Beverages,639.0
2022-07,CLARKE,PLR (People Living in Recovery),Food Misc.,Dry,FY2023,Dry Food Misc.,1419.0
2022-07,CLARKE,PLR (People Living in Recovery),Grains,Dry,FY2023,Dry Grains,140.0
2022-07,CLARKE,PLR (People Living in Recovery),Grains,Frozen,FY2023,Frozen Grains,33.0
2022-07,CLARKE,PLR (People Living in Recovery),Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,34.0
2022-07,CLARKE,PLR (People Living in Recovery),Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,109.0
2022-07,CLARKE,PLR (People Living in Recovery),Proteins,Frozen,FY2023,Frozen Proteins,312.0
2022-07,CLARKE,Palm House Recovery,Beverages,Dry,FY2023,Dry Beverages,81.0
2022-07,CLARKE,Palm House Recovery,Dairy,Cooled,FY2023,Cooled Dairy,390.0
2022-07,CLARKE,Palm House Recovery,Food Misc.,Dry,FY2023,Dry Food Misc.,820.0
2022-07,CLARKE,Palm House Recovery,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,320.0
2022-07,CLARKE,Palm House Recovery,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,62.0
2022-07,CLARKE,Palm House Recovery,Proteins,Frozen,FY2023,Frozen Proteins,435.0
2022-07,CLARKE,Project Safe,Beverages,Dry,FY2023,Dry Beverages,78.0
2022-07,CLARKE,Project Safe,Food Misc.,Dry,FY2023,Dry Food Misc.,136.0
2022-07,CLARKE,Salvation Army (Clarke),Beverages,Dry,FY2023,Dry Beverages,114.0
2022-07,CLARKE,Salvation Army (Clarke),Dairy,Cooled,FY2023,Cooled Dairy,114.0
2022-07,CLARKE,Salvation Army (Clarke),Dairy,Dry,FY2023,Dry Dairy,20.0
2022-07,CLARKE,Salvation Army (Clarke),Fruits,Cooled,FY2023,Cooled Fruits,98.0
2022-07,CLARKE,Salvation Army (Clarke),Fruits,Dry,FY2023,Dry Fruits,76.0
2022-07,CLARKE,Salvation Army (Clarke),Grains,Dry,FY2023,Dry Grains,94.0
2022-07,CLARKE,Salvation Army (Clarke),Grains,Frozen,FY2023,Frozen Grains,22.0
2022-07,CLARKE,Salvation Army (Clarke),Prepared Meals,Dry,FY2023,Dry Prepared Meals,108.0
2022-07,CLARKE,Salvation Army (Clarke),Vegetables,Dry,FY2023,Dry Vegetables,54.0
2022-07,CLARKE,Seventh-Day Adventist Church,Beverages,Dry,FY2023,Dry Beverages,173.0
2022-07,CLARKE,Seventh-Day Adventist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,54.0
2022-07,CLARKE,Seventh-Day Adventist Church,Fruits,Cooled,FY2023,Cooled Fruits,48.0
2022-07,CLARKE,Seventh-Day Adventist Church,Grains,Dry,FY2023,Dry Grains,22.0
2022-07,CLARKE,Seventh-Day Adventist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,60.0
2022-07,CLARKE,Seventh-Day Adventist Church,Proteins,Frozen,FY2023,Frozen Proteins,40.0
2022-07,CLARKE,Shiloh Baptist Church,Dairy,Cooled,FY2023,Cooled Dairy,325.0
2022-07,CLARKE,Shiloh Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,345.0
2022-07,CLARKE,Shiloh Baptist Church,Fruits,Cooled,FY2023,Cooled Fruits,4264.0
2022-07,CLARKE,Shiloh Baptist Church,Fruits,Dry,FY2023,Dry Fruits,676.0
2022-07,CLARKE,Shiloh Baptist Church,Grains,Dry,FY2023,Dry Grains,973.0
2022-07,CLARKE,Shiloh Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,880.0
2022-07,CLARKE,Shiloh Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,303.0
2022-07,CLARKE,Shiloh Baptist Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,143.0
2022-07,CLARKE,Shiloh Baptist Church,Prepared Meals,Frozen,FY2023,Frozen Prepared Meals,12.0
2022-07,CLARKE,Shiloh Baptist Church,Proteins,Dry,FY2023,Dry Proteins,2328.0
2022-07,CLARKE,Shiloh Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,1344.0
2022-07,CLARKE,Shiloh Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,1053.0
2022-07,CLARKE,Terrapin FBNEGA Mobile Pantry,Beverages,Dry,FY2023,Dry Beverages,1520.0
2022-07,CLARKE,Terrapin FBNEGA Mobile Pantry,Dairy,Cooled,FY2023,Cooled Dairy,1824.0
2022-07,CLARKE,Terrapin FBNEGA Mobile Pantry,Fruits,Cooled,FY2023,Cooled Fruits,4350.0
2022-07,CLARKE,Terrapin FBNEGA Mobile Pantry,Fruits,Dry,FY2023,Dry Fruits,351.0
2022-07,CLARKE,Terrapin FBNEGA Mobile Pantry,Grains,Dry,FY2023,Dry Grains,330.0
2022-07,CLARKE,Terrapin FBNEGA Mobile Pantry,Prepared Meals,Dry,FY2023,Dry Prepared Meals,169.0
2022-07,CLARKE,Terrapin FBNEGA Mobile Pantry,Proteins,Dry,FY2023,Dry Proteins,1575.0
2022-07,CLARKE,Terrapin FBNEGA Mobile Pantry,Vegetables,Dry,FY2023,Dry Vegetables,702.0
2022-07,CLARKE,The Extended Table,Beverages,Dry,FY2023,Dry Beverages,71.0
2022-07,CLARKE,The Extended Table,Dairy,Cooled,FY2023,Cooled Dairy,107.0
2022-07,CLARKE,The Extended Table,Food Misc.,Cooled,FY2023,Cooled Food Misc.,9.0
2022-07,CLARKE,The Extended Table,Food Misc.,Dry,FY2023,Dry Food Misc.,110.0
2022-07,CLARKE,The Extended Table,Grains,Dry,FY2023,Dry Grains,8.0
2022-07,CLARKE,The Extended Table,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,61.0
2022-07,CLARKE,The Extended Table,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,55.0
2022-07,CLARKE,The Extended Table,Proteins,Frozen,FY2023,Frozen Proteins,82.0
2022-07,CLARKE,The Table UGA,Beverages,Dry,FY2023,Dry Beverages,119.0
2022-07,CLARKE,The Table UGA,Food Misc.,Dry,FY2023,Dry Food Misc.,192.0
2022-07,CLARKE,The Table UGA,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,25.0
2022-07,CLARKE,The Table UGA,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,23.0
2022-07,CLARKE,"True Comfort Care Home, Inc.",Beverages,Dry,FY2023,Dry Beverages,87.0
2022-07,CLARKE,"True Comfort Care Home, Inc.",Food Misc.,Dry,FY2023,Dry Food Misc.,522.0
2022-07,CLARKE,"True Comfort Care Home, Inc.",Grains,Dry,FY2023,Dry Grains,127.0
2022-07,CLARKE,"True Comfort Care Home, Inc.",Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,489.0
2022-07,CLARKE,"True Comfort Care Home, Inc.",Proteins,Frozen,FY2023,Frozen Proteins,31.0
2022-07,CLARKE,True Holiness Temple Church of God,Beverages,Dry,FY2023,Dry Beverages,654.0
2022-07,CLARKE,True Holiness Temple Church of God,Dairy,Cooled,FY2023,Cooled Dairy,144.0
2022-07,CLARKE,True Holiness Temple Church of God,Food Misc.,Cooled,FY2023,Cooled Food Misc.,305.0
2022-07,CLARKE,True Holiness Temple Church of God,Food Misc.,Dry,FY2023,Dry Food Misc.,522.0
2022-07,CLARKE,True Holiness Temple Church of God,Fruits,Cooled,FY2023,Cooled Fruits,550.0
2022-07,CLARKE,True Holiness Temple Church of God,Fruits,Dry,FY2023,Dry Fruits,45.0
2022-07,CLARKE,True Holiness Temple Church of God,Grains,Dry,FY2023,Dry Grains,72.0
2022-07,CLARKE,True Holiness Temple Church of God,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,152.0
2022-07,CLARKE,True Holiness Temple Church of God,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,264.0
2022-07,CLARKE,True Holiness Temple Church of God,Prepared Meals,Dry,FY2023,Dry Prepared Meals,56.0
2022-07,CLARKE,True Holiness Temple Church of God,Prepared Meals,Frozen,FY2023,Frozen Prepared Meals,-24.0
2022-07,CLARKE,True Holiness Temple Church of God,Proteins,Dry,FY2023,Dry Proteins,99.0
2022-07,CLARKE,True Holiness Temple Church of God,Proteins,Frozen,FY2023,Frozen Proteins,73.0
2022-07,CLARKE,True Holiness Temple Church of God,Vegetables,Dry,FY2023,Dry Vegetables,39.0
2022-07,CLARKE,Virginia Walker Mobile Pantry,Dairy,Cooled,FY2023,Cooled Dairy,5103.0
2022-07,CLARKE,Virginia Walker Mobile Pantry,Fruits,Cooled,FY2023,Cooled Fruits,1710.0
2022-07,CLARKE,Virginia Walker Mobile Pantry,Fruits,Dry,FY2023,Dry Fruits,676.0
2022-07,CLARKE,Virginia Walker Mobile Pantry,Grains,Dry,FY2023,Dry Grains,957.0
2022-07,CLARKE,Virginia Walker Mobile Pantry,Prepared Meals,Dry,FY2023,Dry Prepared Meals,169.0
2022-07,CLARKE,Virginia Walker Mobile Pantry,Proteins,Dry,FY2023,Dry Proteins,1601.0
2022-07,CLARKE,Virginia Walker Mobile Pantry,Vegetables,Dry,FY2023,Dry Vegetables,1053.0
2022-07,CLARKE,Winterville First Baptist Church,Beverages,Dry,FY2023,Dry Beverages,1207.0
2022-07,CLARKE,Winterville First Baptist Church,Dairy,Cooled,FY2023,Cooled Dairy,260.0
2022-07,CLARKE,Winterville First Baptist Church,Dairy,Dry,FY2023,Dry Dairy,100.0
2022-07,CLARKE,Winterville First Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,492.0
2022-07,CLARKE,Winterville First Baptist Church,Fruits,Cooled,FY2023,Cooled Fruits,566.0
2022-07,CLARKE,Winterville First Baptist Church,Fruits,Dry,FY2023,Dry Fruits,125.0
2022-07,CLARKE,Winterville First Baptist Church,Grains,Dry,FY2023,Dry Grains,454.0
2022-07,CLARKE,Winterville First Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,874.0
2022-07,CLARKE,Winterville First Baptist Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,284.0
2022-07,CLARKE,Winterville First Baptist Church,Proteins,Dry,FY2023,Dry Proteins,790.0
2022-07,CLARKE,Winterville First Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,452.0
2022-07,CLARKE,Winterville First Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,864.0
2022-07,CLARKE,iServe Ministries/Athens,Beverages,Dry,FY2023,Dry Beverages,2280.0
2022-07,CLARKE,iServe Ministries/Athens,Dairy,Cooled,FY2023,Cooled Dairy,5559.0
2022-07,CLARKE,iServe Ministries/Athens,Dairy,Dry,FY2023,Dry Dairy,1200.0
2022-07,CLARKE,iServe Ministries/Athens,Food Misc.,Cooled,FY2023,Cooled Food Misc.,6816.0
2022-07,CLARKE,iServe Ministries/Athens,Food Misc.,Dry,FY2023,Dry Food Misc.,1037.0
2022-07,CLARKE,iServe Ministries/Athens,Fruits,Cooled,FY2023,Cooled Fruits,4650.0
2022-07,CLARKE,iServe Ministries/Athens,Fruits,Dry,FY2023,Dry Fruits,1300.0
2022-07,CLARKE,iServe Ministries/Athens,Grains,Dry,FY2023,Dry Grains,3962.0
2022-07,CLARKE,iServe Ministries/Athens,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,5971.0
2022-07,CLARKE,iServe Ministries/Athens,Proteins,Dry,FY2023,Dry Proteins,2550.0
2022-07,CLARKE,iServe Ministries/Athens,Vegetables,Dry,FY2023,Dry Vegetables,2025.0
2022-07,FRANKLIN,Franklin: Step of Faith Senior Staples Program,Beverages,Dry,FY2023,Dry Beverages,114.0
2022-07,FRANKLIN,Franklin: Step of Faith Senior Staples Program,Fruits,Dry,FY2023,Dry Fruits,54.0
2022-07,FRANKLIN,Franklin: Step of Faith Senior Staples Program,Grains,Dry,FY2023,Dry Grains,44.0
2022-07,FRANKLIN,Franklin: Step of Faith Senior Staples Program,Prepared Meals,Dry,FY2023,Dry Prepared Meals,36.0
2022-07,FRANKLIN,Franklin: Step of Faith Senior Staples Program,Proteins,Dry,FY2023,Dry Proteins,196.0
2022-07,FRANKLIN,Franklin: Step of Faith Senior Staples Program,Vegetables,Dry,FY2023,Dry Vegetables,162.0
2022-07,FRANKLIN,Lavonia Church of God,Dairy,Cooled,FY2023,Cooled Dairy,1824.0
2022-07,FRANKLIN,Lavonia Church of God,Fruits,Cooled,FY2023,Cooled Fruits,4110.0
2022-07,FRANKLIN,Lavonia Church of God,Fruits,Dry,FY2023,Dry Fruits,988.0
2022-07,FRANKLIN,Lavonia Church of God,Grains,Dry,FY2023,Dry Grains,705.0
2022-07,FRANKLIN,Lavonia Church of God,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,6651.0
2022-07,FRANKLIN,Lavonia Church of God,Proteins,Dry,FY2023,Dry Proteins,2577.0
2022-07,FRANKLIN,Lavonia Church of God,Vegetables,Dry,FY2023,Dry Vegetables,351.0
2022-07,FRANKLIN,New Beginnings Ministry,Food Misc.,Dry,FY2023,Dry Food Misc.,294.0
2022-07,FRANKLIN,New Beginnings Ministry,Fruits,Dry,FY2023,Dry Fruits,235.0
2022-07,FRANKLIN,New Beginnings Ministry,Grains,Dry,FY2023,Dry Grains,515.0
2022-07,FRANKLIN,New Beginnings Ministry,Grains,Frozen,FY2023,Frozen Grains,99.0
2022-07,FRANKLIN,New Beginnings Ministry,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,765.0
2022-07,FRANKLIN,New Beginnings Ministry,Proteins,Dry,FY2023,Dry Proteins,560.0
2022-07,FRANKLIN,New Beginnings Ministry,Proteins,Frozen,FY2023,Frozen Proteins,9.0
2022-07,FRANKLIN,New Beginnings Ministry,Vegetables,Dry,FY2023,Dry Vegetables,675.0
2022-07,FRANKLIN,Rainbow Pantry,Beverages,Dry,FY2023,Dry Beverages,2850.0
2022-07,FRANKLIN,Rainbow Pantry,Food Misc.,Dry,FY2023,Dry Food Misc.,548.0
2022-07,FRANKLIN,Rainbow Pantry,Fruits,Dry,FY2023,Dry Fruits,1188.0
2022-07,FRANKLIN,Rainbow Pantry,Grains,Dry,FY2023,Dry Grains,704.0
2022-07,FRANKLIN,Rainbow Pantry,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,260.0
2022-07,FRANKLIN,Rainbow Pantry,Prepared Meals,Dry,FY2023,Dry Prepared Meals,286.0
2022-07,FRANKLIN,Rainbow Pantry,Proteins,Dry,FY2023,Dry Proteins,3185.0
2022-07,FRANKLIN,Rainbow Pantry,Vegetables,Dry,FY2023,Dry Vegetables,1296.0
2022-07,FRANKLIN,Royston Housing Authority,Beverages,Dry,FY2023,Dry Beverages,76.0
2022-07,FRANKLIN,Royston Housing Authority,Dairy,Cooled,FY2023,Cooled Dairy,34.0
2022-07,FRANKLIN,Royston Housing Authority,Food Misc.,Dry,FY2023,Dry Food Misc.,159.0
2022-07,FRANKLIN,Royston Housing Authority,Fruits,Cooled,FY2023,Cooled Fruits,30.0
2022-07,FRANKLIN,Royston Housing Authority,Grains,Dry,FY2023,Dry Grains,22.0
2022-07,FRANKLIN,Royston Housing Authority,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,319.0
2022-07,FRANKLIN,"Step of Faith Outreach, INC",Fruits,Dry,FY2023,Dry Fruits,900.0
2022-07,FRANKLIN,"Step of Faith Outreach, INC",Grains,Dry,FY2023,Dry Grains,119.0
2022-07,FRANKLIN,"Step of Faith Outreach, INC",Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,130.0
2022-07,FRANKLIN,"Step of Faith Outreach, INC",Vegetables,Dry,FY2023,Dry Vegetables,54.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Beverages,Dry,FY2023,Dry Beverages,490.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Dairy,Cooled,FY2023,Cooled Dairy,204.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Food Misc.,Cooled,FY2023,Cooled Food Misc.,528.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Food Misc.,Dry,FY2023,Dry Food Misc.,444.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Grains,Dry,FY2023,Dry Grains,213.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Grains,Frozen,FY2023,Frozen Grains,44.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,98.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,699.0
2022-07,FRANKLIN,World Outreach Ministries (d/b/a Ignited Church),Proteins,Frozen,FY2023,Frozen Proteins,649.0
2022-07,HABERSHAM,Ballew House Outreach,Beverages,Dry,FY2023,Dry Beverages,100.0
2022-07,HABERSHAM,Ballew House Outreach,Dairy,Cooled,FY2023,Cooled Dairy,26.0
2022-07,HABERSHAM,Ballew House Outreach,Dairy,Dry,FY2023,Dry Dairy,40.0
2022-07,HABERSHAM,Ballew House Outreach,Food Misc.,Dry,FY2023,Dry Food Misc.,69.0
2022-07,HABERSHAM,Ballew House Outreach,Food Misc.,Frozen,FY2023,Frozen Food Misc.,26.0
2022-07,HABERSHAM,Ballew House Outreach,Fruits,Dry,FY2023,Dry Fruits,60.0
2022-07,HABERSHAM,Ballew House Outreach,Grains,Dry,FY2023,Dry Grains,91.0
2022-07,HABERSHAM,Ballew House Outreach,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,13.0
2022-07,HABERSHAM,Ballew House Outreach,Prepared Meals,Dry,FY2023,Dry Prepared Meals,28.0
2022-07,HABERSHAM,Breaking Chains Ministries d.b.a Freedom Hill,Beverages,Dry,FY2023,Dry Beverages,275.0
2022-07,HABERSHAM,Breaking Chains Ministries d.b.a Freedom Hill,Food Misc.,Dry,FY2023,Dry Food Misc.,514.0
2022-07,HABERSHAM,Breaking Chains Ministries d.b.a Freedom Hill,Food Misc.,Frozen,FY2023,Frozen Food Misc.,134.0
2022-07,HABERSHAM,Breaking Chains Ministries d.b.a Freedom Hill,Grains,Dry,FY2023,Dry Grains,37.0
